id_transacao,valor,valor_convertido,quantidade,data,id_pais_origem,id_produto
77,4666.46,28.82005696,344,2023-01-07,39,3
78,5577.63,7803.673288260001,393,2023-01-07,4,6
79,6488.8,34790.5836768,442,2023-01-07,9,9
80,7399.97,42960.22243623,491,2023-01-07,14,12
81,8310.14,6471.878861019999,540,2023-01-07,19,15
82,9221.31,71.10552141,589,2023-01-07,24,18
83,10132.48,62.57819648,638,2023-01-07,29,21
84,11043.65,15451.1928023,687,2023-01-07,34,24
85,1059.91,5693.03946768,169,2023-01-08,22,36
86,1970.08,11445.19355056,225,2023-01-08,27,39
87,2881.25,2242.6094125,281,2023-01-08,32,2
88,3792.42,29.1826719,337,2023-01-08,37,5
89,4703.59,28.96470722,393,2023-01-08,2,8
90,5614.76,7838.18811572,449,2023-01-08,7,11
91,6525.93,35052.388460639995,505,2023-01-08,12,14
92,7436.1,43200.0750027,561,2023-01-08,17,17
93,8347.27,6497.06421542,617,2023-01-08,22,20
94,9258.44,71.2436958,673,2023-01-08,27,23
95,10169.61,62.62445838000001,729,2023-01-08,32,26
96,11080.78,15468.73563766,785,2023-01-08,37,29
97,1096.04,5897.32980716,190,2023-01-09,25,1
98,2007.21,11667.75918204,253,2023-01-09,30,4
99,2918.38,2269.97141322,316,2023-01-09,35,7
100,3829.55,29.40711445,379,2023-01-09,40,10
101,4740.72,29.1080208,442,2023-01-09,5,13
102,5651.89,7873.489706080001,505,2023-01-09,10,16
103,6562.06,35307.68223274,568,2023-01-09,15,19
104,7473.23,43441.31802452,631,2023-01-09,20,22
105,8384.4,6521.5456236,694,2023-01-09,25,25
106,9295.57,71.38068203,757,2023-01-09,30,28
107,10206.74,62.6693836,820,2023-01-09,35,31
108,11117.91,15488.04911952,883,2023-01-09,40,34
109,1133.17,6107.327366150001,211,2023-01-10,28,6
110,2044.34,11889.25382762,281,2023-01-10,33,9
111,2955.51,2297.0607936300003,351,2023-01-10,38,12
112,3866.68,29.63036884,421,2023-01-10,3,15
113,4777.85,29.25477555,491,2023-01-10,8,18
114,5688.02,7908.276038780001,561,2023-01-10,13,21
115,6599.19,35566.961428049995,631,2023-01-10,18,24
116,7510.36,43677.94807948,701,2023-01-10,23,27
117,8421.53,6545.322595890001,771,2023-01-10,28,30
118,9332.7,71.5164801,841,2023-01-10,33,33
119,10243.87,62.72321601,911,2023-01-10,38,36
120,11154.04,15507.89681956,981,2023-01-10,3,39
121,1170.3,6317.590699799999,232,2023-01-11,31,11
122,2081.47,12109.58032894,309,2023-01-11,36,14
123,2992.64,2323.86875392,386,2023-01-11,1,17
124,3903.81,29.84462745,463,2023-01-11,6,20
125,4814.98,29.3954529,540,2023-01-11,11,23
126,5725.15,7945.41469635,617,2023-01-11,16,26
127,6636.32,35824.62062112,694,2023-01-11,21,29
128,7547.49,43909.802416980005,771,2023-01-11,26,32
129,8458.66,6568.38633248,848,2023-01-11,31,35
130,9369.83,71.63235035,925,2023-01-11,36,38
131,10280.0,62.7594,1002,2023-01-11,1,1
132,11191.17,15531.20644653,1079,2023-01-11,6,4
133,1207.43,6528.04153337,253,2023-01-12,34,16
134,2118.6,12328.6355082,337,2023-01-12,39,19
135,3029.77,2350.39861336,421,2023-01-12,4,22
136,3940.94,30.06149032,505,2023-01-12,9,25
137,4851.11,29.53355768,589,2023-01-12,14,28
138,5762.28,7983.587079479999,673,2023-01-12,19,31
139,6673.45,36080.40115855,757,2023-01-12,24,34
140,7584.62,44136.70133494,841,2023-01-12,29,37
141,8495.79,6590.762016720001,925,2023-01-12,34,40
142,9406.96,71.75629088,1009,2023-01-12,39,3
143,10317.13,62.81068743999999,1093,2023-01-12,4,6
144,11228.3,15556.7085953,1177,2023-01-12,9,9
145,1244.56,6738.60291376,274,2023-01-13,37,21
146,2155.73,12546.3270427,365,2023-01-13,2,24
147,3066.9,2376.6481515,456,2023-01-13,7,27
148,3977.07,30.2655027,547,2023-01-13,12,30
149,4888.24,29.67650504,638,2023-01-13,17,33
150,5799.41,8022.86899754,729,2023-01-13,22,36
151,6710.58,36334.07303868,820,2023-01-13,27,39
152,7621.75,44358.5087825,911,2023-01-13,32,2
153,8532.92,6612.4583602,1002,2023-01-13,37,5
154,9443.09,71.8619149,1093,2023-01-13,2,8
155,10354.26,62.86071246,1184,2023-01-13,7,11
156,11265.43,15584.52826942,1275,2023-01-13,12,14
157,1281.69,6949.191165930001,295,2023-01-14,40,26
158,2192.86,12762.56361444,393,2023-01-14,5,29
159,3103.03,2401.8414139300003,491,2023-01-14,10,32
160,4014.2,30.4717922,589,2023-01-14,15,35
161,4925.37,29.82311535,687,2023-01-14,20,38
162,5836.54,8063.33176004,785,2023-01-14,25,1
163,6747.71,36585.38860587,883,2023-01-14,30,4
164,7658.88,44575.09517952,981,2023-01-14,35,7
165,8569.05,6632.710340549999,1079,2023-01-14,40,10
166,9480.22,71.96435002,1177,2023-01-14,5,13
167,10391.39,62.91986645,1275,2023-01-14,10,16
168,11302.56,15614.78050656,1373,2023-01-14,15,19
169,1318.82,7159.724753339999,316,2023-01-15,3,31
170,2229.99,12977.257325759998,421,2023-01-15,8,34
171,3140.16,2427.52894944,526,2023-01-15,13,37
172,4051.33,30.67667076,631,2023-01-15,18,40
173,4962.5,29.9685375,736,2023-01-15,23,3
174,5873.67,8105.05373832,841,2023-01-15,28,6
175,6784.84,36834.12967308,946,2023-01-15,33,9
176,7695.01,44780.52587424,1051,2023-01-15,38,12
177,8606.18,6653.084904620001,1156,2023-01-15,3,15
178,9517.35,72.0653742,1261,2023-01-15,8,18
179,10428.52,62.97783228,1366,2023-01-15,13,21
180,11339.69,15647.59287224,1471,2023-01-15,18,24
181,1355.95,7370.11571455,337,2023-01-16,6,36
182,2266.12,13184.50597364,449,2023-01-16,11,39
183,3177.29,2452.93778038,561,2023-01-16,16,2
184,4088.46,30.88422684,673,2023-01-16,21,5
185,4999.63,30.11777112,785,2023-01-16,26,8
186,5910.8,8148.0850864,897,2023-01-16,31,11
187,6821.97,37080.06069633,1009,2023-01-16,36,14
188,7732.14,44986.34053758,1121,2023-01-16,1,17
189,8643.31,6672.825472819999,1233,2023-01-16,6,20
190,9554.48,72.17454192,1345,2023-01-16,11,23
191,10465.65,63.0450756,1457,2023-01-16,16,26
192,11376.82,15683.03738456,1569,2023-01-16,21,29
193,1392.08,7574.83487832,358,2023-01-17,9,1
194,2303.25,13395.8724405,477,2023-01-17,14,4
195,3214.42,2478.07030966,596,2023-01-17,19,7
196,4125.59,31.08219506,715,2023-01-17,24,10
197,5036.76,30.26589084,834,2023-01-17,29,13
198,5947.93,8192.494396170001,953,2023-01-17,34,16
199,6858.1,37317.521319900006,1072,2023-01-17,39,19
200,7769.27,45186.64924598001,1191,2023-01-17,4,22
201,8680.44,6691.95084612,1310,2023-01-17,9,25
202,9591.61,72.26318974,1429,2023-01-17,14,28
203,10502.78,63.11120502,1548,2023-01-17,19,31
204,11413.95,15721.220897550002,1667,2023-01-17,24,34
205,1429.21,7784.673908770001,379,2023-01-18,12,6
206,2340.38,13605.46679604,505,2023-01-18,17,9
207,3251.55,2502.9326373,631,2023-01-18,22,12
208,4162.72,31.2828408,757,2023-01-18,27,15
209,5073.89,30.42304444,883,2023-01-18,32,18
210,5984.06,8236.962845040001,1009,2023-01-18,37,21
211,6895.23,37557.19388751,1135,2023-01-18,2,24
212,7806.4,45381.3978912,1261,2023-01-18,7,27
213,8717.57,6710.488988619999,1387,2023-01-18,12,30
214,9628.74,72.3599811,1513,2023-01-18,17,33
215,10539.91,63.19730035999999,1639,2023-01-18,22,36
216,11450.08,15760.85191872,1765,2023-01-18,27,39
217,1466.34,7994.1044316,400,2023-01-19,15,11
218,2377.51,13813.22135703,533,2023-01-19,20,14
219,3288.68,2527.52816872,666,2023-01-19,25,17
220,4199.85,31.4820756,799,2023-01-19,30,20
221,5110.02,30.568139640000005,932,2023-01-19,35,23
222,6021.19,8284.28436745,1065,2023-01-19,40,26
223,6932.36,37793.4243064,1198,2023-01-19,5,29
224,7843.53,45570.54065409,1331,2023-01-19,10,32
225,8754.7,6728.4597038,1464,2023-01-19,15,35
226,9665.87,72.45536152000001,1597,2023-01-19,20,38
227,10576.04,63.265871280000006,1730,2023-01-19,25,1
228,11487.21,15804.73531455,1863,2023-01-19,30,4
229,1503.47,8203.03906637,421,2023-01-20,18,16
230,2414.64,14019.07627824,561,2023-01-20,23,19
231,3325.81,2551.86740652,701,2023-01-20,28,22
232,4236.98,31.67989946,841,2023-01-20,33,25
233,5147.15,30.728485499999994,981,2023-01-20,38,28
234,6058.32,8333.140401839999,1121,2023-01-20,3,31
235,6969.49,38026.03227379,1261,2023-01-20,8,34
236,7880.66,45754.05595156,1401,2023-01-20,13,37
237,8791.83,6745.90082436,1541,2023-01-20,18,40
238,9702.0,72.541854,1681,2023-01-20,23,3
239,10613.17,63.3606249,1821,2023-01-20,28,6
240,11524.34,15851.57985358,1961,2023-01-20,33,9
241,1540.6,8411.3863672,442,2023-01-21,21,21
242,2451.77,14222.98256116,589,2023-01-21,26,24
243,3362.94,2575.95487002,736,2023-01-21,31,27
244,4273.11,31.86885438,883,2023-01-21,36,30
245,5184.28,30.88794024,1030,2023-01-21,1,33
246,6095.45,8383.56611645,1177,2023-01-21,6,36
247,7006.62,38254.82795544,1324,2023-01-21,11,39
248,7917.79,45931.954911320005,1471,2023-01-21,16,2
249,8828.96,6762.833267679999,1618,2023-01-21,21,5
250,9739.13,72.63443154,1765,2023-01-21,26,8
251,10650.3,63.45448739999999,1912,2023-01-21,31,11
252,11561.47,15901.42617007,59,2023-01-21,36,14
253,1577.73,8619.0601035,463,2023-01-22,24,26
254,2488.9,14424.8903521,617,2023-01-22,29,29
255,3399.07,2599.03769224,771,2023-01-22,34,32
256,4310.24,32.0681856,925,2023-01-22,39,35
257,5221.41,31.05694668,1079,2023-01-22,4,38
258,6132.58,8435.59069546,1233,2023-01-22,9,1
259,7043.75,38479.6540625,1387,2023-01-22,14,4
260,7954.92,46104.24233988,1541,2023-01-22,19,7
261,8865.09,6778.53149688,1695,2023-01-22,24,10
262,9776.26,72.73537440000001,1849,2023-01-22,29,13
263,10687.43,63.56883364,3,2023-01-22,34,16
264,11598.6,15954.3034482,157,2023-01-22,39,19
265,1614.86,8825.97049906,484,2023-01-23,27,31
266,2525.03,14618.97681375,645,2023-01-23,32,34
267,3436.2,2622.6521604,806,2023-01-23,37,37
268,4347.37,32.26183277,967,2023-01-23,2,40
269,5258.54,31.22521052,1128,2023-01-23,7,3
270,6169.71,8489.24949276,1289,2023-01-23,12,6
271,7080.88,38700.34429448,1450,2023-01-23,17,9
272,7991.05,46265.18285625,1611,2023-01-23,22,12
273,8902.22,6794.548197239999,1772,2023-01-23,27,15
274,9813.39,72.82516718999999,1933,2023-01-23,32,18
275,10724.56,63.68243728,94,2023-01-23,37,21
276,11635.73,16010.25250788,255,2023-01-23,2,24
277,1651.99,9032.03230635,505,2023-01-24,30,36
278,2562.16,14816.794490959996,673,2023-01-24,35,39
279,3473.33,2646.0522606,841,2023-01-24,40,2
280,4384.5,32.4584535,1009,2023-01-24,5,5
281,5295.67,31.398027430000003,1177,2023-01-24,10,8
282,6206.84,8544.57180392,1345,2023-01-24,15,11
283,7117.01,38911.29137865,1513,2023-01-24,20,14
284,8028.18,46426.41099558,1681,2023-01-24,25,17
285,8939.35,6810.175617000001,1849,2023-01-24,30,20
286,9850.52,72.92339956000001,17,2023-01-24,35,23
287,10761.69,63.80606001,185,2023-01-24,40,26
288,11672.86,16069.30264468,353,2023-01-24,5,29
289,1688.12,9231.69185876,526,2023-01-25,33,1
290,2599.29,15012.52950483,701,2023-01-25,38,4
291,3510.46,2669.24495974,876,2023-01-25,3,7
292,4421.63,32.65373755,1051,2023-01-25,8,10
293,5332.8,31.5755088,1226,2023-01-25,13,13
294,6243.97,8601.56194863,1401,2023-01-25,18,16
295,7154.14,39123.29454922,1576,2023-01-25,23,19
296,8065.31,46582.22219937,1751,2023-01-25,28,22
297,8976.48,6825.43712112,1926,2023-01-25,33,25
298,9887.65,73.02029525,101,2023-01-25,38,28
299,10798.82,63.93981322,276,2023-01-25,3,31
300,11709.99,16131.43631421,451,2023-01-25,8,34
301,1725.25,9435.80458475,547,2023-01-26,36,6
302,2636.42,15206.16399944,729,2023-01-26,1,9
303,3547.59,2692.24476546,911,2023-01-26,6,12
304,4458.76,32.852143680000005,1093,2023-01-26,11,15
305,5369.93,31.76313595,1275,2023-01-26,16,18
306,6280.1,8658.8574377,1457,2023-01-26,21,21
307,7191.27,39330.77434353,1639,2023-01-26,26,24
308,8102.44,46732.70246608,1821,2023-01-26,31,27
309,9013.61,6840.37454734,3,2023-01-26,36,30
310,9924.78,73.12577904000001,185,2023-01-26,1,33
311,10835.95,64.09464425,367,2023-01-26,6,36
312,11746.12,16195.28009524,549,2023-01-26,11,39
313,1762.38,9638.82279504,568,2023-01-27,39,11
314,2673.55,15397.69898205,757,2023-01-27,4,14
315,3584.72,2715.066928,946,2023-01-27,9,17
316,4495.89,33.053783280000005,1135,2023-01-27,14,20
317,5406.06,31.944408540000005,1324,2023-01-27,19,23
318,6317.23,8719.224045669998,1513,2023-01-27,24,26
319,7228.4,39533.6231072,1702,2023-01-27,29,29
320,8139.57,46877.98945347,1891,2023-01-27,34,32
321,9050.74,6855.030476,80,2023-01-27,39,35
322,9961.91,73.23996232,269,2023-01-27,4,38
323,10872.08,64.24312072000001,458,2023-01-27,9,1
324,11783.25,16263.583364249998,647,2023-01-27,14,4
325,1799.51,9840.67082128,589,2023-01-28,2,16
326,2710.68,15587.13375156,785,2023-01-28,7,19
327,3621.85,2737.7274402,981,2023-01-28,12,22
328,4532.02,33.246898720000004,1177,2023-01-28,17,25
329,5443.19,32.13659376,1373,2023-01-28,22,28
330,6354.36,8781.280714800001,1569,2023-01-28,27,31
331,7265.53,39731.75423984,1765,2023-01-28,32,34
332,8176.7,47018.2081789,1961,2023-01-28,37,37
333,9087.87,6869.44823004,157,2023-01-28,2,40
334,9998.04,73.34562144,353,2023-01-28,7,3
335,10909.21,64.40797584,549,2023-01-28,12,6
336,11820.38,16334.9377334,745,2023-01-28,17,9
337,1836.64,10041.278208000002,610,2023-01-29,5,21
338,2747.81,15774.48476188,813,2023-01-29,10,24
339,3658.98,2760.2430375,1016,2023-01-29,15,27
340,4569.15,33.446178,1219,2023-01-29,20,30
341,5480.32,32.33936832,1422,2023-01-29,25,33
342,6391.49,8845.01683226,1625,2023-01-29,30,36
343,7302.66,39925.102752,1828,2023-01-29,35,39
344,8213.83,47153.52814484,31,2023-01-29,40,2
345,9124.0,6882.9175000000005,234,2023-01-29,5,5
346,10035.17,73.4574444,437,2023-01-29,10,8
347,10946.34,64.59435234,640,2023-01-29,15,11
348,11857.51,16409.29979374,843,2023-01-29,20,14
349,1873.77,10240.57277448,631,2023-01-30,8,26
350,2784.94,15959.772625480002,841,2023-01-30,13,29
351,3695.11,2781.8820390500005,1051,2023-01-30,18,32
352,4606.28,33.65348168,1261,2023-01-30,23,35
353,5517.45,32.54743755,1471,2023-01-30,28,38
354,6428.62,8910.414465479998,1681,2023-01-30,33,1
355,7339.79,40113.59646296,1891,2023-01-30,38,4
356,8250.96,47284.12301232,101,2023-01-30,3,7
357,9161.13,6897.00252615,311,2023-01-30,8,10
358,10072.3,73.5882238,521,2023-01-30,13,13
359,10983.47,64.79148952999999,731,2023-01-30,18,16
360,11894.64,16486.613350559997,941,2023-01-30,23,19
361,1910.9,10438.495716300002,652,2023-01-31,11,31
362,2821.07,16137.304657460005,869,2023-01-31,16,34
363,3732.24,2804.16627264,1086,2023-01-31,21,37
364,4643.41,33.85974572,1303,2023-01-31,26,40
365,5554.58,32.76091284,1520,2023-01-31,31,3
366,6465.75,8977.461108,1737,2023-01-31,36,6
367,7376.92,40297.21483044,1954,2023-01-31,1,9
368,8287.09,47404.45861102,171,2023-01-31,6,12
369,9198.26,6910.983875360001,388,2023-01-31,11,15
370,10109.43,73.71796356,605,2023-01-31,16,18
371,11020.6,64.9994988,822,2023-01-31,21,21
372,11931.77,16566.83310128,1039,2023-01-31,26,24
373,1947.03,10629.52407159,673,2023-02-01,14,36
374,2858.2,16318.575639799998,897,2023-02-01,19,39
375,3769.37,2826.36032151,1121,2023-02-01,24,2
376,4680.54,34.06965066,1345,2023-02-01,29,5
377,5591.71,32.97990558,1569,2023-02-01,34,8
378,6502.88,9046.1238536,1793,2023-02-01,39,11
379,7413.05,40470.456756650005,17,2023-02-01,4,14
380,8324.22,47526.21010157999,241,2023-02-01,9,17
381,9235.39,6924.90783597,465,2023-02-01,14,20
382,10146.56,73.85681024,689,2023-02-01,19,23
383,11057.73,65.21849153999999,913,2023-02-01,24,26
384,11968.9,16649.8769455,1137,2023-02-01,29,29
385,1984.16,10824.53130768,694,2023-02-02,17,1
386,2895.33,16497.90593097,925,2023-02-02,22,4
387,3806.5,2848.4838865,1156,2023-02-02,27,7
388,4717.67,34.28330789,1387,2023-02-02,32,10
389,5628.84,33.20452716,1618,2023-02-02,37,13
390,6539.01,9114.98106039,1849,2023-02-02,2,16
391,7450.18,40644.25583514,80,2023-02-02,7,19
392,8361.35,47643.88368715,311,2023-02-02,12,22
393,9272.52,6938.82143892,542,2023-02-02,17,25
394,10183.69,74.00487523000001,773,2023-02-02,22,28
395,11094.86,65.44857914,1004,2023-02-02,27,31
396,12005.03,16734.27951317,1235,2023-02-02,32,34
397,2021.29,11018.00327904,715,2023-02-03,20,6
398,2932.46,16675.34874866,953,2023-02-03,25,9
399,3843.63,2870.5612546800003,1191,2023-02-03,30,12
400,4754.8,34.5008288,1429,2023-02-03,35,15
401,5665.97,33.43488897,1667,2023-02-03,40,18
402,6576.14,9186.7689379,1905,2023-02-03,5,21
403,7487.31,40813.14711456,143,2023-02-03,10,24
404,8398.48,47757.71296408,381,2023-02-03,15,27
405,9309.65,6952.7817674,619,2023-02-03,20,30
406,10220.82,74.16226992,857,2023-02-03,25,33
407,11131.99,65.68987299,1095,2023-02-03,30,36
408,12042.16,16822.7168876,1333,2023-02-03,35,39
409,2058.42,11209.8980175,736,2023-02-04,23,11
410,2969.59,16850.97112049,981,2023-02-04,28,14
411,3880.76,2892.61372348,1226,2023-02-04,33,17
412,4791.93,34.72232478,1471,2023-02-04,38,20
413,5702.1,33.6709005,1716,2023-02-04,3,23
414,6613.27,9260.05275921,1961,2023-02-04,8,26
415,7524.44,40977.159685,206,2023-02-04,13,29
416,8435.61,47867.96173671,451,2023-02-04,18,32
417,9346.78,6966.83744894,696,2023-02-04,23,35
418,10257.95,74.3291057,941,2023-02-04,28,38
419,11168.12,65.9477486,1186,2023-02-04,33,1
420,12079.29,16913.69968167,1431,2023-02-04,38,4
421,2095.55,11400.17967675,757,2023-02-05,26,16
422,3006.72,17024.851434239998,1009,2023-02-05,31,19
423,3917.89,2914.65941504,1261,2023-02-05,36,22
424,4828.06,34.94067022,1513,2023-02-05,1,25
425,5739.23,33.9188493,1765,2023-02-05,6,28
426,6650.4,9334.774106399998,17,2023-02-05,11,31
427,7561.57,41136.33969045,269,2023-02-05,16,34
428,8472.74,47974.91610158,521,2023-02-05,21,37
429,9383.91,6981.02846976,773,2023-02-05,26,40
430,10294.08,74.49825696,1025,2023-02-05,31,3
431,11205.25,66.2230275,1277,2023-02-05,36,6
432,12116.42,17007.10388522,1529,2023-02-05,1,9
433,2132.68,11588.816770959998,778,2023-02-06,29,21
434,3043.85,17197.07372145,1037,2023-02-06,34,24
435,3954.02,2935.98242462,1296,2023-02-06,39,27
436,4865.19,35.17045851,1555,2023-02-06,4,30
437,5776.36,34.17294576,1814,2023-02-06,9,33
438,6687.53,9410.88615437,73,2023-02-06,14,36
439,7598.7,41290.7431014,332,2023-02-06,19,39
440,8509.87,48078.86779899001,591,2023-02-06,24,2
441,9420.04,6994.671721240001,850,2023-02-06,29,5
442,10331.21,74.68431709,1109,2023-02-06,34,8
443,11242.38,66.50992008,1368,2023-02-06,39,11
444,12153.55,17102.828012949998,1627,2023-02-06,4,14
445,2169.81,11775.78886986,799,2023-02-07,32,26
446,3080.98,17367.7307384,1065,2023-02-07,37,29
447,3991.15,2958.0887163,1331,2023-02-07,2,32
448,4902.32,35.40455504,1597,2023-02-07,7,35
449,5813.49,34.43330127,1863,2023-02-07,12,38
450,6724.66,9488.31369418,129,2023-02-07,17,1
451,7635.83,41440.45880798,395,2023-02-07,22,4
452,8546.0,48174.48568,661,2023-02-07,27,7
453,9457.17,7009.29503154,927,2023-02-07,32,10
454,10368.34,74.88015148000001,1193,2023-02-07,37,13
455,11279.51,66.80853773000001,1459,2023-02-07,2,16
456,12190.68,17200.72033164,1725,2023-02-07,7,19
457,2206.94,11961.08072052,820,2023-02-08,35,31
458,3117.11,17531.29681865,1093,2023-02-08,40,34
459,4028.28,2980.25447724,1366,2023-02-08,5,37
460,4939.45,35.6430712,1639,2023-02-08,10,40
461,5850.62,34.70002722,1912,2023-02-08,15,3
462,6761.79,9566.99296119,185,2023-02-08,20,6
463,7672.96,41585.58634368,458,2023-02-08,25,9
464,8583.13,48273.36849295,731,2023-02-08,30,12
465,9494.3,7024.196451899999,1004,2023-02-08,35,15
466,10405.47,75.08587152,1277,2023-02-08,40,18
467,11316.64,67.11899183999999,1550,2023-02-08,5,21
468,12227.81,17300.65148441,1823,2023-02-08,10,24
469,2243.07,12139.26604686,841,2023-02-09,38,36
470,3154.24,17699.14403552,1121,2023-02-09,3,39
471,4065.41,3002.51262091,1401,2023-02-09,8,2
472,4976.58,35.88611838,1681,2023-02-09,13,5
473,5887.75,34.97912275,1961,2023-02-09,18,8
474,6798.92,9646.83801176,241,2023-02-09,23,11
475,7709.09,41720.80875282,521,2023-02-09,28,14
476,8620.26,48370.20117798,801,2023-02-09,33,17
477,9531.43,7039.44715793,1081,2023-02-09,38,20
478,10442.6,75.3015886,1361,2023-02-09,3,23
479,11353.77,67.45274757,1641,2023-02-09,8,26
480,12264.94,17402.45353732,1921,2023-02-09,13,29
481,2280.2,12321.1769902,862,2023-02-10,1,1
482,3191.37,17865.748817279997,1149,2023-02-10,6,4
483,4102.54,3024.8765877200003,1436,2023-02-10,11,7
484,5013.71,36.13882168,1723,2023-02-10,16,10
485,5924.88,35.25896088,10,2023-02-10,21,13
486,6835.05,9726.35133555,297,2023-02-10,26,16
487,7746.22,41857.09482722,584,2023-02-10,31,19
488,8657.39,48465.31588416,871,2023-02-10,36,22
489,9568.56,7055.07152208,1158,2023-02-10,1,25
490,10479.73,75.53789384,1445,2023-02-10,6,28
491,11390.9,67.78724589999999,1732,2023-02-10,11,31
492,12301.07,17504.55792177,19,2023-02-10,16,34
493,2317.33,12501.40211352,883,2023-02-11,4,6
494,3228.5,18031.23707,1177,2023-02-11,9,9
495,4139.67,3047.37253413,1471,2023-02-11,14,12
496,5050.84,36.3913022,1765,2023-02-11,19,15
497,5961.01,35.54550263,59,2023-02-11,24,18
498,6872.18,9808.29141628,353,2023-02-11,29,21
499,7783.35,41989.1807124,647,2023-02-11,34,24
500,8694.52,48559.0680904,941,2023-02-11,39,27
501,9605.69,7071.12303091,1235,2023-02-11,4,30
502,10516.86,75.7739763,1529,2023-02-11,9,33
503,11427.03,68.13937989000001,1823,2023-02-11,14,36
504,12338.2,17609.6465972,117,2023-02-11,19,39
505,2354.46,12679.95139338,904,2023-02-12,7,11
506,3265.63,18195.74093759,1205,2023-02-12,12,14
507,4176.8,3070.0273592,1506,2023-02-12,17,17
508,5087.97,36.653735880000006,1807,2023-02-12,22,20
509,5998.14,35.8388865,108,2023-02-12,27,23
510,6909.31,9891.13327946,409,2023-02-12,32,26
